market,bid,offer,timestamp
DAX,23518,23523,2025-08-04T01:25:59.366Z
DAX,23518.5,23523.5,2025-08-04T01:26:00.377Z
DAX,23519,23524,2025-08-04T01:26:00.482Z
DAX,23518.5,23523.5,2025-08-04T01:26:01.249Z
DAX,23519,23524,2025-08-04T01:26:01.856Z
DAX,23519.5,23524.5,2025-08-04T01:26:02.599Z
DAX,23518.5,23523.5,2025-08-04T01:26:02.926Z
DAX,23518,23523,2025-08-04T01:26:05.495Z
DAX,23517.5,23522.5,2025-08-04T01:26:05.564Z
DAX,23518.5,23523.5,2025-08-04T01:26:06.015Z
DAX,23517.5,23522.5,2025-08-04T01:26:06.698Z
DAX,23516.2,23521.2,2025-08-04T01:26:07.815Z
DAX,23516.7,23521.7,2025-08-04T01:26:08.096Z
DAX,23517.2,23522.2,2025-08-04T01:26:08.549Z
DAX,23517.7,23522.7,2025-08-04T01:26:10.200Z
DAX,23518.3,23523.3,2025-08-04T01:26:12.573Z
DAX,23518.8,23523.8,2025-08-04T01:26:13.303Z
DAX,23519.2,23524.2,2025-08-04T01:26:14.764Z
DAX,23519.5,23524.5,2025-08-04T01:26:15.512Z
DAX,23520,23525,2025-08-04T01:26:16.951Z
DAX,23519.7,23524.7,2025-08-04T01:26:19.222Z
DAX,23520,23525,2025-08-04T01:26:20.860Z
DAX,23520.2,23525.2,2025-08-04T01:26:22.035Z
DAX,23515.8,23520.8,2025-08-04T01:26:24.472Z
DAX,23521.5,23526.5,2025-08-04T01:26:24.573Z
DAX,23521,23526,2025-08-04T01:26:24.766Z
DAX,23520.5,23525.5,2025-08-04T01:26:24.872Z
DAX,23520,23525,2025-08-04T01:26:25.235Z
DAX,23521.5,23526.5,2025-08-04T01:26:27.803Z
DAX,23516.5,23521.5,2025-08-04T01:26:28.553Z
DAX,23518.2,23523.2,2025-08-04T01:26:28.654Z
DAX,23518.7,23523.7,2025-08-04T01:26:31.140Z
DAX,23518.1,23523.1,2025-08-04T01:26:31.561Z
DAX,23518.4,23523.4,2025-08-04T01:26:34.783Z
DAX,23517.9,23522.9,2025-08-04T01:26:40.135Z
DAX,23518.4,23523.4,2025-08-04T01:26:41.384Z
DAX,23518.9,23523.9,2025-08-04T01:26:44.256Z
DAX,23518.4,23523.4,2025-08-04T01:26:47.800Z
DAX,23517.9,23522.9,2025-08-04T01:26:48.902Z
DAX,23518.4,23523.4,2025-08-04T01:26:49.013Z
DAX,23517.9,23522.9,2025-08-04T01:26:49.104Z
DAX,23518.4,23523.4,2025-08-04T01:26:49.930Z
DAX,23518.9,23523.9,2025-08-04T01:26:51.427Z
DAX,23517,23522,2025-08-04T01:26:51.527Z
DAX,23517.8,23522.8,2025-08-04T01:26:51.624Z
DAX,23517.3,23522.3,2025-08-04T01:26:52.214Z
DAX,23517.8,23522.8,2025-08-04T01:26:52.311Z
DAX,23517.3,23522.3,2025-08-04T01:26:52.958Z
DAX,23517,23522,2025-08-04T01:26:56.772Z
DAX,23517.5,23522.5,2025-08-04T01:26:57.369Z
DAX,23517,23522,2025-08-04T01:26:57.477Z
DAX,23521.5,23526.5,2025-08-04T01:26:57.634Z
DAX,23522,23527,2025-08-04T01:26:58.894Z
DAX,23521.5,23526.5,2025-08-04T01:26:58.995Z
DAX,23521.5,23526.5,2025-08-04T01:26:59.093Z
DAX,23523.5,23528.5,2025-08-04T01:27:00.361Z
DAX,23522,23527,2025-08-04T01:27:00.453Z
DAX,23522.5,23527.5,2025-08-04T01:27:01.832Z
DAX,23522,23527,2025-08-04T01:27:01.939Z
DAX,23522.5,23527.5,2025-08-04T01:27:03.176Z
DAX,23523,23528,2025-08-04T01:27:03.278Z
DAX,23524,23529,2025-08-04T01:27:05.346Z
DAX,23523.5,23528.5,2025-08-04T01:27:05.436Z
DAX,23522.6,23527.6,2025-08-04T01:27:06.353Z
DAX,23521.4,23526.4,2025-08-04T01:27:06.920Z
DAX,23521.9,23526.9,2025-08-04T01:27:07.742Z
DAX,23522.4,23527.4,2025-08-04T01:27:12.461Z
DAX,23522.9,23527.9,2025-08-04T01:27:13.595Z
DAX,23522.4,23527.4,2025-08-04T01:27:14.547Z
DAX,23522.1,23527.1,2025-08-04T01:27:15.464Z
DAX,23522.5,23527.5,2025-08-04T01:27:17.202Z
DAX,23522.9,23527.9,2025-08-04T01:27:18.345Z
DAX,23522.5,23527.5,2025-08-04T01:27:21.094Z
DAX,23522,23527,2025-08-04T01:27:21.491Z
DAX,23522.5,23527.5,2025-08-04T01:27:21.584Z
DAX,23522,23527,2025-08-04T01:27:21.685Z
DAX,23522.3,23527.3,2025-08-04T01:27:21.790Z
DAX,23521.8,23526.8,2025-08-04T01:27:21.967Z
DAX,23517.6,23522.6,2025-08-04T01:27:23.720Z
DAX,23520.2,23525.2,2025-08-04T01:27:23.821Z
DAX,23517.5,23522.5,2025-08-04T01:27:29.288Z
DAX,23518.3,23523.3,2025-08-04T01:27:29.370Z
DAX,23518.8,23523.8,2025-08-04T01:27:29.621Z
DAX,23519.3,23524.3,2025-08-04T01:27:29.723Z
DAX,23523.5,23528.5,2025-08-04T01:27:30.922Z
DAX,23522.5,23527.5,2025-08-04T01:27:34.521Z
DAX,23523,23528,2025-08-04T01:27:34.636Z
DAX,23523.5,23528.5,2025-08-04T01:27:34.715Z
DAX,23523,23528,2025-08-04T01:27:35.547Z
DAX,23522.5,23527.5,2025-08-04T01:27:37.306Z
DAX,23522,23527,2025-08-04T01:27:37.448Z
DAX,23520.8,23525.8,2025-08-04T01:27:38.356Z
DAX,23521.3,23526.3,2025-08-04T01:27:42.997Z
DAX,23519.9,23524.9,2025-08-04T01:27:48.390Z
DAX,23520.4,23525.4,2025-08-04T01:27:48.815Z
DAX,23519.9,23524.9,2025-08-04T01:27:49.174Z
DAX,23519.4,23524.4,2025-08-04T01:27:49.280Z
DAX,23519.9,23524.9,2025-08-04T01:27:50.389Z
DAX,23520.4,23525.4,2025-08-04T01:27:52.318Z
DAX,23517.5,23522.5,2025-08-04T01:27:57.484Z
DAX,23519,23524,2025-08-04T01:27:57.588Z
DAX,23518.5,23523.5,2025-08-04T01:27:57.683Z
DAX,23519,23524,2025-08-04T01:27:58.034Z
DAX,23522.5,23527.5,2025-08-04T01:27:58.358Z
DAX,23522,23527,2025-08-04T01:28:02.214Z
DAX,23521.5,23526.5,2025-08-04T01:28:02.308Z
DAX,23521.2,23526.2,2025-08-04T01:28:05.021Z
DAX,23519.5,23524.5,2025-08-04T01:28:06.994Z
DAX,23519.8,23524.8,2025-08-04T01:28:09.903Z
DAX,23520.3,23525.3,2025-08-04T01:28:10.665Z
DAX,23520.8,23525.8,2025-08-04T01:28:10.753Z
DAX,23520.3,23525.3,2025-08-04T01:28:10.925Z
DAX,23520.8,23525.8,2025-08-04T01:28:11.930Z
DAX,23521.2,23526.2,2025-08-04T01:28:13.408Z
DAX,23520.7,23525.7,2025-08-04T01:28:14.660Z
DAX,23521,23526,2025-08-04T01:28:15.490Z
DAX,23521.2,23526.2,2025-08-04T01:28:17.232Z
DAX,23516.8,23521.8,2025-08-04T01:28:21.289Z
DAX,23521,23526,2025-08-04T01:28:21.397Z
DAX,23520.2,23525.2,2025-08-04T01:28:21.491Z
DAX,23518.7,23523.7,2025-08-04T01:28:21.785Z
DAX,23519.2,23524.2,2025-08-04T01:28:27.384Z
DAX,23518.7,23523.7,2025-08-04T01:28:27.478Z
DAX,23519.2,23524.2,2025-08-04T01:28:27.698Z
DAX,23515.6,23520.6,2025-08-04T01:28:28.102Z
DAX,23518.4,23523.4,2025-08-04T01:28:28.158Z
DAX,23516.9,23521.9,2025-08-04T01:28:28.270Z
DAX,23520.5,23525.5,2025-08-04T01:28:28.516Z
DAX,23520,23525,2025-08-04T01:28:30.775Z
DAX,23519.5,23524.5,2025-08-04T01:28:30.850Z
DAX,23520,23525,2025-08-04T01:28:30.984Z
DAX,23519.5,23524.5,2025-08-04T01:28:31.312Z
DAX,23519,23524,2025-08-04T01:28:31.609Z
DAX,23517.5,23522.5,2025-08-04T01:28:31.854Z
DAX,23518,23523,2025-08-04T01:28:32.247Z
DAX,23518.5,23523.5,2025-08-04T01:28:32.355Z
